atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
1.85185e-05 3.37877e-06 5.66382e-05 1.56267e-05 4.17028e-06 2.97844e-06 4.17028e-06 1.83571e-05 -4.51313e-01
0.00000e+00 0.00000e+00 6.80795e-05 -2.43301e-06 0.00000e+00 3.50623e-06 9.52513e-26 2.25820e-05 -1.22918e+00
3.51852e-04 8.30421e-05 7.17480e-05 2.21535e-04 7.92201e-05 2.73421e-06 6.78804e-06 1.95510e-05 -6.19170e-01
0.00000e+00 0.00000e+00 7.26517e-05 2.74130e-05 0.00000e+00 3.65198e-06 0.00000e+00 2.11071e-05 -2.15244e+00
0.00000e+00 0.00000e+00 7.46705e-05 2.56811e-06 0.00000e+00 3.29079e-06 1.27050e-22 1.94842e-05 -3.13554e+00
0.00000e+00 0.00000e+00 7.47578e-05 -2.49545e-06 0.00000e+00 3.20293e-06 -0.00000e+00 2.66031e-05 4.16981e+00
0.00000e+00 0.00000e+00 7.18090e-05 -3.43899e-06 0.00000e+00 3.51344e-06 -3.81005e-25 2.31626e-05 -1.75453e+00
2.31481e-06 4.27930e-07 6.69242e-05 -1.95786e-06 5.20932e-07 3.26301e-06 5.20932e-07 2.19726e-05 -6.49022e-01
1.38889e-05 2.55374e-06 6.12748e-05 4.55292e-06 3.12529e-06 3.65555e-06 3.12529e-06 2.23448e-05 -1.11674e+00
2.31481e-06 4.21809e-07 5.55957e-05 -1.97671e-06 5.20830e-07 3.34353e-06 5.20830e-07 2.04902e-05 -1.95243e+00
0.00000e+00 0.00000e+00 5.02901e-05 -2.94932e-06 0.00000e+00 2.88049e-06 1.34991e-22 1.90066e-05 -1.00778e-01
1.43519e-04 2.84666e-05 4.54948e-05 9.27614e-05 3.22846e-05 2.40065e-06 1.96738e-05 1.16081e-05 1.57839e-03
0.00000e+00 0.00000e+00 4.12948e-05 -3.15962e-06 0.00000e+00 2.99973e-06 4.78212e-25 2.08537e-05 1.09955e+00
0.00000e+00 0.00000e+00 3.78195e-05 -3.61877e-06 0.00000e+00 3.61723e-06 1.90503e-25 2.10033e-05 -3.02018e+00
0.00000e+00 0.00000e+00 3.49630e-05 -3.83238e-06 0.00000e+00 3.81604e-06 0.00000e+00 2.35260e-05 -2.48276e+00
0.00000e+00 0.00000e+00 3.24440e-05 -3.06235e-06 0.00000e+00 2.98996e-06 0.00000e+00 1.99119e-05 -7.66559e-01
1.82870e-04 3.84852e-05 3.01279e-05 1.21791e-04 4.11143e-05 2.57941e-06 8.52613e-06 1.88382e-05 7.60770e-01
0.00000e+00 0.00000e+00 2.80089e-05 6.75926e-06 0.00000e+00 3.14189e-06 0.00000e+00 2.07312e-05 -1.01396e+00
2.31481e-06 3.90731e-07 2.62325e-05 -6.47724e-07 5.20319e-07 3.41585e-06 5.20319e-07 2.31418e-05 2.10997e-01
0.00000e+00 0.00000e+00 2.47923e-05 -3.34349e-06 0.00000e+00 3.44276e-06 0.00000e+00 2.20671e-05 -1.08760e+00
0.00000e+00 0.00000e+00 2.35316e-05 -3.12098e-06 0.00000e+00 3.05415e-06 4.30229e-25 2.16316e-05 3.85003e-01
6.94444e-06 1.15357e-06 2.23392e-05 1.27977e-06 1.56043e-06 2.92810e-06 1.56043e-06 1.83289e-05 -1.62975e+00
5.60185e-04 1.15030e-04 2.11805e-05 2.70693e-04 1.25861e-04 2.52664e-06 2.02094e-05 1.11364e-05 3.18454e-01
6.01852e-05 1.02324e-05 2.01158e-05 1.51279e-04 1.35207e-05 2.83604e-06 1.19121e-05 1.65208e-05 -2.24562e-01
4.62963e-06 7.58730e-07 1.95645e-05 2.94919e-05 1.04013e-06 2.90996e-06 1.04013e-06 2.09441e-05 1.53105e+00
8.33333e-05 1.62924e-05 1.98793e-05 6.29554e-05 1.87269e-05 2.73778e-06 6.32807e-06 2.10174e-05 1.88881e+00
8.33333e-05 1.46172e-05 2.07668e-05 5.21442e-05 1.87315e-05 2.53873e-06 1.46082e-05 1.47807e-05 8.41695e-01
8.33333e-05 1.52675e-05 2.18782e-05 5.33419e-05 1.87362e-05 2.50118e-06 1.14824e-05 1.71242e-05 8.31286e-01
3.00926e-05 5.00813e-06 2.29552e-05 1.54737e-05 6.76744e-06 2.83958e-06 7.29614e-06 1.92223e-05 -1.07120e+00
2.31481e-05 3.87034e-06 2.38816e-05 1.05071e-05 5.20699e-06 3.53133e-06 5.20699e-06 2.04261e-05 -4.26624e-01
2.11574e-03 4.51077e-04 2.45772e-05 7.44926e-04 4.76035e-04 2.37140e-06 2.56500e-05 8.78223e-06 -4.30831e+00
3.00926e-05 6.11829e-06 2.74595e-05 5.57213e-04 6.77236e-06 2.21275e-06 7.02395e-06 1.77287e-05 -1.60317e+00
3.47222e-05 6.40651e-06 5.71551e-05 2.40987e-04 7.81614e-06 2.58860e-06 7.80577e-06 1.30384e-05 -1.87233e+00
1.08796e-04 2.51123e-05 1.16000e-04 1.40912e-04 2.44965e-05 1.98640e-06 9.37765e-06 1.58728e-05 1.02626e+00
2.31481e-06 4.59170e-07 1.36589e-04 1.57744e-05 5.21326e-07 3.20678e-06 5.21326e-07 2.06010e-05 -2.04071e+00
0.00000e+00 0.00000e+00 1.40950e-04 5.20131e-08 0.00000e+00 2.98998e-06 4.78212e-25 2.25850e-05 9.08572e-01
7.40741e-05 1.49850e-05 1.27419e-04 4.16057e-05 1.66909e-05 2.83864e-06 9.69858e-06 1.66542e-05 -6.48251e-01
8.79630e-05 1.94427e-05 1.13510e-04 5.56829e-05 1.98245e-05 2.03225e-06 1.60079e-05 1.49962e-05 -9.34165e-01
4.62963e-06 9.01802e-07 1.11286e-04 -4.70591e-07 1.04363e-06 3.12655e-06 1.04363e-06 1.91014e-05 -1.32437e+00
0.00000e+00 0.00000e+00 1.08084e-04 -3.15305e-06 0.00000e+00 3.12383e-06 0.00000e+00 1.99655e-05 -1.42328e+00
5.00000e-04 1.17113e-04 1.00993e-04 2.94961e-04 1.12764e-04 1.78983e-06 2.30467e-05 1.11213e-05 -4.48254e-01
3.05556e-04 7.41352e-05 9.41298e-05 2.57597e-04 6.89236e-05 2.22866e-06 1.14122e-05 1.72157e-05 -9.28707e-01
1.15741e-05 2.23004e-06 1.03487e-04 2.31599e-05 2.61129e-06 2.73915e-06 2.61129e-06 1.98984e-05 -6.56453e-01
5.06944e-04 1.25239e-04 1.12618e-04 3.35947e-04 1.14399e-04 2.23646e-06 9.38874e-06 1.74475e-05 -3.40423e-01
3.24074e-05 6.31758e-06 1.12752e-04 4.63761e-05 7.31470e-06 3.22254e-06 7.31470e-06 1.55851e-05 -3.18819e+00
2.66204e-04 6.41561e-05 1.12568e-04 1.86995e-04 6.00977e-05 2.63383e-06 1.13377e-05 1.83145e-05 -1.65653e+00
2.31481e-06 4.51145e-07 1.12550e-04 5.53511e-06 5.22698e-07 2.65718e-06 5.22698e-07 2.00910e-05 9.86334e-01
6.94444e-06 1.35302e-06 1.12258e-04 2.30047e-06 1.56842e-06 2.62808e-06 1.56842e-06 1.89781e-05 -1.60413e+00
9.25926e-06 1.80190e-06 1.10686e-04 2.76076e-06 2.09166e-06 2.58405e-06 2.09166e-06 1.88360e-05 4.12680e-01
5.78704e-05 1.24738e-05 1.04477e-04 3.50664e-05 1.30758e-05 2.25981e-06 6.31850e-06 1.62855e-05 -2.83642e-01
3.44907e-04 8.38176e-05 9.56952e-05 2.29724e-04 7.79467e-05 1.94753e-06 8.76063e-06 1.47310e-05 -1.22998e+00
2.47685e-04 5.27117e-05 8.94321e-05 1.77244e-04 5.59878e-05 2.08844e-06 2.79053e-05 7.64616e-06 6.43465e-01
9.25926e-06 1.76114e-06 8.85648e-05 7.19859e-06 2.09339e-06 1.87998e-06 7.46457e-06 1.46933e-05 -4.77652e-01
1.94444e-04 4.54649e-05 9.08549e-05 1.37209e-04 4.39703e-05 2.27634e-06 9.73511e-06 1.61266e-05 -2.22524e-01
1.15741e-04 2.55148e-05 9.24751e-05 7.52367e-05 2.61781e-05 2.53537e-06 1.25243e-05 1.58117e-05 -5.13631e-01
4.62963e-06 8.84766e-07 9.28657e-05 -1.27104e-07 1.04734e-06 2.72629e-06 1.04734e-06 2.15401e-05 8.84209e-01
2.31481e-06 4.41116e-07 9.05461e-05 -1.90305e-06 5.23777e-07 3.21839e-06 5.23777e-07 2.17631e-05 -6.53794e-01
8.33333e-05 1.65102e-05 8.49348e-05 4.85482e-05 1.88598e-05 2.22554e-06 1.58836e-05 1.23368e-05 -1.02504e+00
4.14352e-04 9.62829e-05 7.79865e-05 2.93461e-04 9.37943e-05 2.10780e-06 1.33474e-05 1.90622e-05 -8.85987e-01
5.64815e-04 1.34064e-04 7.49575e-05 3.69716e-04 1.27879e-04 2.01936e-06 1.51942e-05 1.34906e-05 -1.55605e+00
2.31481e-06 4.35312e-07 8.43671e-05 4.14981e-05 5.24202e-07 2.51819e-06 5.24202e-07 1.92047e-05 6.65466e-01
4.16667e-05 8.03726e-06 1.00266e-04 3.04827e-05 9.43754e-06 2.28771e-06 9.43754e-06 1.44381e-05 3.99071e-01
6.71296e-04 1.63222e-04 1.05691e-04 4.02882e-04 1.52080e-04 2.02604e-06 1.89651e-05 1.00500e-05 -4.91793e-01
1.29630e-04 2.78969e-05 1.10702e-04 1.46087e-04 2.93730e-05 2.09012e-06 1.88273e-05 9.60895e-06 -1.08572e+00
5.41667e-04 1.27698e-04 1.13055e-04 3.02884e-04 1.22762e-04 1.75011e-06 3.37931e-05 5.37091e-06 -9.47288e-01
0.00000e+00 0.00000e+00 1.13532e-04 7.11432e-05 0.00000e+00 2.15659e-06 7.13654e-07 1.81736e-05 2.08223e-01
0.00000e+00 0.00000e+00 1.13361e-04 1.50678e-05 0.00000e+00 2.38551e-06 0.00000e+00 1.74852e-05 -6.77676e-01
2.87037e-04 6.81629e-05 1.13028e-04 1.51967e-04 6.50923e-05 2.46595e-06 1.63073e-05 1.16109e-05 -2.21089e+00
2.31481e-06 4.50583e-07 1.12635e-04 4.02410e-05 5.25042e-07 2.53622e-06 5.25042e-07 2.02363e-05 3.61988e-01
6.94444e-06 1.35121e-06 1.12356e-04 9.89899e-06 1.57544e-06 2.68506e-06 1.57544e-06 2.01213e-05 -9.02272e-02
4.39815e-05 8.56399e-06 1.11933e-04 2.42162e-05 9.97985e-06 2.46126e-06 9.94378e-06 1.69526e-05 -5.57147e-01
3.17130e-04 7.51521e-05 1.08400e-04 1.93701e-04 7.19746e-05 2.16486e-06 1.74747e-05 1.58690e-05 2.35843e+00
4.95370e-04 1.18982e-04 1.03429e-04 2.63573e-04 1.12450e-04 2.66677e-06 1.85750e-05 1.65615e-05 8.25945e-01
0.00000e+00 0.00000e+00 1.06066e-04 8.91960e-05 0.00000e+00 2.75055e-06 1.27050e-22 2.17526e-05 -2.81958e-01
2.22222e-04 5.38219e-05 1.12512e-04 1.47375e-04 5.04655e-05 2.30558e-06 8.43228e-06 2.10590e-05 1.79791e+00
4.62963e-06 9.00636e-07 1.12406e-04 3.07723e-05 1.05158e-06 2.84444e-06 1.05158e-06 2.13765e-05 -5.80882e-01
0.00000e+00 0.00000e+00 1.12102e-04 2.94963e-06 0.00000e+00 3.00541e-06 -0.00000e+00 2.43589e-05 -1.20647e+00
2.31481e-06 4.48837e-07 1.09148e-04 -2.81354e-07 5.26000e-07 2.33626e-06 5.26000e-07 2.10469e-05 1.18181e+00
2.24537e-04 5.06905e-05 1.01468e-04 1.35252e-04 5.10322e-05 2.63689e-06 2.08132e-05 1.63501e-05 6.57014e-02
3.70370e-05 7.20985e-06 9.22022e-05 3.22316e-05 8.41937e-06 2.46432e-06 7.83029e-06 1.87085e-05 1.54562e+00
3.93519e-05 7.43716e-06 8.49949e-05 2.23567e-05 8.94737e-06 2.40011e-06 8.93056e-06 1.81811e-05 5.80726e-01
2.52315e-04 5.72909e-05 7.89886e-05 1.61088e-04 5.73826e-05 2.53575e-06 1.04012e-05 1.56087e-05 -2.48225e+00
4.09722e-04 9.50408e-05 7.34120e-05 2.55929e-04 9.31949e-05 1.75189e-06 2.14852e-05 1.45015e-05 1.41768e+00
9.48675e-05 2.06273e-05 7.31065e-05 1.07996e-04 2.15827e-05 1.74591e-06 9.17970e-06 1.60620e-05 -1.29860e+00
3.24846e-04 7.05846e-05 7.99689e-05 1.98276e-04 7.39109e-05 1.95950e-06 3.52515e-05 5.00761e-06 -1.34428e+00
3.70370e-05 7.03487e-06 8.74925e-05 4.41722e-05 8.42686e-06 2.09557e-06 8.41446e-06 1.75735e-05 7.86246e-01
7.33796e-04 1.78002e-04 9.51629e-05 4.23574e-04 1.66957e-04 1.71433e-06 1.41631e-05 1.48343e-05 7.83490e-01
7.17593e-05 1.56865e-05 1.08895e-04 1.36139e-04 1.63269e-05 2.34895e-06 9.41406e-06 1.53546e-05 -5.22500e-01
9.25926e-05 2.05434e-05 1.14532e-04 8.27518e-05 2.10669e-05 2.20326e-06 1.10900e-05 1.62588e-05 -2.22181e-01
1.94444e-04 4.50021e-05 1.12556e-04 1.30675e-04 4.42403e-05 2.25570e-06 1.56511e-05 1.38258e-05 -1.82303e-01
2.59259e-04 6.11954e-05 1.12475e-04 1.73345e-04 5.89869e-05 2.08702e-06 1.61433e-05 1.48890e-05 3.97695e-01
2.31481e-06 4.50175e-07 1.12612e-04 9.12163e-06 5.26666e-07 2.65595e-06 5.26666e-07 2.05599e-05 -2.27334e-01
2.31481e-06 4.50012e-07 1.12346e-04 1.10468e-07 5.26664e-07 2.84107e-06 5.26664e-07 2.07412e-05 -2.25733e-01
9.25926e-06 1.79905e-06 1.11551e-04 2.42555e-06 2.10664e-06 3.07246e-06 2.10664e-06 1.94434e-05 -2.94912e+00
5.33565e-04 1.27922e-04 1.06497e-04 1.95994e-04 1.21395e-04 2.06359e-06 2.22140e-05 9.28883e-06 -1.00368e+00
7.13738e-05 1.38252e-05 9.92085e-05 1.75435e-04 1.62386e-05 2.15149e-06 1.57347e-05 1.39182e-05 -4.21890e-01
4.16281e-04 9.56058e-05 9.82451e-05 2.48730e-04 9.47099e-05 1.96234e-06 3.15351e-05 9.05768e-06 1.87084e-01
1.94444e-04 4.35694e-05 1.05117e-04 1.94888e-04 4.42386e-05 1.45004e-06 2.00885e-05 1.08693e-05 2.05919e-01
3.18732e-05 6.20329e-06 1.13175e-04 3.39579e-05 7.25153e-06 2.09952e-06 7.24876e-06 1.70077e-05 -5.15797e-01
2.31481e-06 4.50081e-07 1.12472e-04 1.71875e-06 5.26645e-07 2.66333e-06 5.26645e-07 2.09515e-05 -3.31957e-01
0.00000e+00 0.00000e+00 1.11855e-04 -1.71523e-06 0.00000e+00 2.05173e-06 0.00000e+00 2.29157e-05 1.40664e+00
5.09259e-05 1.05709e-05 1.07541e-04 2.95337e-05 1.15861e-05 2.10198e-06 8.73887e-06 1.66927e-05 2.65372e-01
1.52778e-04 3.60714e-05 9.91487e-05 1.06476e-04 3.47580e-05 2.38316e-06 7.84305e-06 1.72656e-05 9.09447e-02
1.45833e-04 3.33887e-05 9.06600e-05 9.09263e-05 3.31779e-05 1.96878e-06 1.02464e-05 1.38678e-05 2.36551e-01
2.68519e-04 5.92385e-05 8.42922e-05 1.87242e-04 6.10890e-05 2.24578e-06 2.60216e-05 6.12369e-06 -4.02686e+00
4.62963e-06 8.71330e-07 8.08161e-05 3.20550e-06 1.05325e-06 1.96699e-06 1.11592e-06 1.67021e-05 5.00633e-01
9.25926e-06 1.74216e-06 8.07367e-05 3.19820e-06 2.10649e-06 2.50528e-06 2.10649e-06 1.91686e-05 -4.88040e-01
8.56481e-05 1.74964e-05 7.92025e-05 5.21833e-05 1.94849e-05 2.08799e-06 1.34670e-05 1.46412e-05 1.20681e+00
1.38889e-05 2.59712e-06 7.51066e-05 5.97483e-06 3.15970e-06 2.13364e-06 3.36367e-06 1.95194e-05 1.00803e+00
0.00000e+00 0.00000e+00 7.00962e-05 -1.94902e-06 0.00000e+00 1.92550e-06 0.00000e+00 2.00489e-05 3.58456e-02
3.51852e-04 8.06210e-05 6.47856e-05 2.20543e-04 8.00446e-05 1.12706e-06 1.45743e-05 1.38128e-05 2.35369e+00
6.48148e-05 1.23854e-05 6.04887e-05 6.58282e-05 1.47450e-05 2.72907e-06 1.24124e-05 1.50424e-05 -1.45812e+00
0.00000e+00 0.00000e+00 5.83927e-05 3.00332e-06 0.00000e+00 2.49962e-06 1.52402e-24 2.31658e-05 2.72804e-01
1.15741e-05 2.10573e-06 5.71418e-05 5.19775e-06 2.63299e-06 2.33124e-06 2.63299e-06 2.29675e-05 6.82099e-01
2.77778e-05 5.02569e-06 5.52462e-05 1.35685e-05 6.31913e-06 2.87386e-06 3.90450e-06 1.88968e-05 -1.80731e+00
2.70833e-04 6.20715e-05 5.24061e-05 1.67330e-04 6.15969e-05 1.64246e-06 7.73642e-06 1.75466e-05 -2.04933e-01
4.86111e-04 1.11158e-04 4.95758e-05 2.81893e-04 1.10532e-04 1.59353e-06 7.23950e-06 1.88047e-05 1.59221e+00
2.31481e-06 4.14061e-07 4.90659e-05 9.08374e-05 5.26219e-07 2.49268e-06 5.26219e-07 2.09422e-05 -8.54721e-01
1.62037e-05 2.92953e-06 5.28176e-05 2.91773e-05 3.68265e-06 2.45696e-06 3.68265e-06 1.84013e-05 -9.29798e-01
4.62963e-06 8.44276e-07 5.76437e-05 3.77402e-06 1.05187e-06 2.77777e-06 9.43451e-07 1.96838e-05 -1.70616e+00
5.09259e-05 9.57941e-06 6.00204e-05 2.90782e-05 1.15685e-05 2.25857e-06 1.05270e-05 1.59437e-05 -1.60344e+00
0.00000e+00 0.00000e+00 5.94649e-05 -2.45803e-06 0.00000e+00 2.37085e-06 -3.81005e-25 1.90942e-05 -1.48449e+00
2.31481e-06 4.20633e-07 5.71081e-05 -1.18647e-06 5.25586e-07 2.49432e-06 5.25586e-07 2.46801e-05 7.17695e-01
1.85185e-05 3.34465e-06 5.37089e-05 8.10171e-06 4.20367e-06 2.85225e-06 4.20367e-06 2.04026e-05 -5.16193e-01
0.00000e+00 0.00000e+00 4.98124e-05 -2.73347e-06 0.00000e+00 2.72220e-06 3.81005e-25 2.11171e-05 -1.79920e+00
9.25926e-06 1.64595e-06 4.58455e-05 3.09899e-06 2.10081e-06 2.37885e-06 2.10081e-06 1.79727e-05 -1.36436e+00
2.22222e-04 4.90386e-05 4.20713e-05 1.59846e-04 5.04070e-05 2.13033e-06 7.99855e-06 1.89328e-05 -2.38409e+00
2.26852e-04 4.73587e-05 3.88924e-05 1.44002e-04 5.14446e-05 1.82163e-06 1.76523e-05 1.75608e-05 5.59333e-01
1.71296e-04 3.48407e-05 3.67853e-05 1.20218e-04 3.88363e-05 2.44739e-06 1.64651e-05 1.49153e-05 -1.87568e+00
8.33333e-05 1.65274e-05 3.60165e-05 6.83040e-05 1.88886e-05 2.34694e-06 9.63576e-06 1.75690e-05 -1.83370e+00
2.28289e-05 3.97513e-06 3.66222e-05 1.31949e-05 5.17318e-06 2.69124e-06 5.30601e-06 1.73786e-05 -1.23465e-01
1.78241e-04 3.76456e-05 3.78937e-05 1.06035e-04 4.03802e-05 2.40004e-06 1.15849e-05 1.90429e-05 4.74017e-01
2.31481e-06 4.05570e-07 3.88825e-05 1.71109e-05 5.24283e-07 1.84443e-06 5.24283e-07 2.08113e-05 2.59952e+00
7.63889e-05 1.56048e-05 3.96348e-05 5.30601e-05 1.72969e-05 2.87948e-06 7.61013e-06 1.89696e-05 -2.04126e+00
0.00000e+00 0.00000e+00 3.99994e-05 -2.18571e-06 0.00000e+00 2.45309e-06 0.00000e+00 2.28585e-05 3.37203e-01
0.00000e+00 0.00000e+00 3.98207e-05 -2.44908e-06 0.00000e+00 2.43252e-06 1.27050e-22 2.08190e-05 -1.08069e+00
0.00000e+00 0.00000e+00 3.89871e-05 -2.48432e-06 0.00000e+00 2.45253e-06 0.00000e+00 2.53734e-05 7.94426e-01
0.00000e+00 0.00000e+00 3.74923e-05 -2.70563e-06 0.00000e+00 2.66392e-06 -2.68893e-26 2.18369e-05 5.74562e-01
0.00000e+00 0.00000e+00 3.55489e-05 -2.68640e-06 0.00000e+00 2.67666e-06 2.68893e-26 2.55701e-05 9.85923e-02
0.00000e+00 0.00000e+00 3.33681e-05 -3.06325e-06 0.00000e+00 3.03517e-06 0.00000e+00 2.46375e-05 1.05658e+00
1.15741e-05 1.98028e-06 3.11206e-05 3.87869e-06 2.61594e-06 3.09120e-06 2.61594e-06 2.35888e-05 -1.67823e+00
0.00000e+00 0.00000e+00 2.89174e-05 -2.88740e-06 0.00000e+00 2.88544e-06 -1.98516e-24 2.81182e-05 4.82493e-01
0.00000e+00 0.00000e+00 2.68127e-05 -3.04990e-06 0.00000e+00 3.01080e-06 3.97032e-24 2.75439e-05 3.61105e-01
0.00000e+00 0.00000e+00 2.48454e-05 -2.82395e-06 0.00000e+00 2.78069e-06 1.19109e-22 2.32627e-05 -1.53296e+00
0.00000e+00 0.00000e+00 2.30355e-05 -3.14543e-06 0.00000e+00 3.10163e-06 -0.00000e+00 2.24468e-05 -2.25372e+00
0.00000e+00 0.00000e+00 2.13804e-05 -2.37558e-06 0.00000e+00 2.31795e-06 1.27050e-22 2.35836e-05 3.95363e-01
3.00926e-05 4.92821e-06 1.98689e-05 1.53694e-05 6.79348e-06 2.92205e-06 6.78887e-06 2.19123e-05 3.52053e-01
1.66667e-04 3.33535e-05 1.84939e-05 9.81429e-05 3.76262e-05 2.84888e-06 7.91295e-06 2.37437e-05 1.05514e+00
0.00000e+00 0.00000e+00 1.72487e-05 1.78470e-05 0.00000e+00 2.82376e-06 1.30726e-25 2.58222e-05 4.18442e-01
5.55556e-05 9.41862e-06 1.61543e-05 3.61042e-05 1.25426e-05 3.18893e-06 1.00832e-05 1.91171e-05 -1.30857e+00
0.00000e+00 0.00000e+00 1.52367e-05 -2.84532e-06 0.00000e+00 3.20685e-06 0.00000e+00 2.35708e-05 4.94546e-01
0.00000e+00 0.00000e+00 1.44685e-05 -3.27384e-06 0.00000e+00 3.28868e-06 0.00000e+00 2.83563e-05 -5.54617e-01
0.00000e+00 0.00000e+00 1.38056e-05 -3.24435e-06 0.00000e+00 3.24086e-06 0.00000e+00 2.57038e-05 -4.49031e-01
0.00000e+00 0.00000e+00 1.32089e-05 -3.11969e-06 0.00000e+00 3.11403e-06 -7.94063e-24 2.65287e-05 1.27342e-01
2.77778e-05 4.35038e-06 1.26483e-05 1.42037e-05 6.27190e-06 2.91801e-06 6.27136e-06 2.58032e-05 2.21789e-01
0.00000e+00 0.00000e+00 1.21083e-05 -3.10537e-06 0.00000e+00 3.09367e-06 0.00000e+00 2.66236e-05 8.71217e-02
0.00000e+00 0.00000e+00 1.15841e-05 -2.94088e-06 0.00000e+00 2.91906e-06 0.00000e+00 2.71548e-05 5.11507e-01
0.00000e+00 0.00000e+00 1.10771e-05 -3.36502e-06 0.00000e+00 3.36351e-06 9.56423e-25 2.60730e-05 -3.04674e+00
2.77778e-05 4.27296e-06 1.05892e-05 1.42501e-05 6.27238e-06 2.97274e-06 6.27097e-06 2.12789e-05 -1.47244e+00
1.11111e-04 1.94119e-05 1.01234e-05 7.66318e-05 2.50900e-05 2.11395e-06 1.29068e-05 1.77002e-05 3.88772e-01
0.00000e+00 0.00000e+00 9.68206e-06 -3.14256e-06 0.00000e+00 3.13239e-06 -1.56733e-38 2.02568e-05 -2.69131e+00
1.94444e-04 3.63007e-05 9.26958e-06 1.06297e-04 4.39092e-05 2.89055e-06 9.32611e-06 1.81114e-05 -1.44954e+00
0.00000e+00 0.00000e+00 8.89441e-06 3.04831e-05 0.00000e+00 2.71541e-06 1.34991e-22 2.28640e-05 1.81151e-01
0.00000e+00 0.00000e+00 8.56494e-06 2.58219e-06 0.00000e+00 3.04385e-06 0.00000e+00 2.19736e-05 -5.35699e-01
3.33333e-04 6.34952e-05 8.29098e-06 7.94145e-05 7.52777e-05 2.93019e-06 2.06511e-07 2.76106e-05 2.10253e+00
0.00000e+00 0.00000e+00 8.06402e-06 1.38353e-04 0.00000e+00 2.53458e-06 5.43392e-06 2.24522e-05 -2.53065e+00
0.00000e+00 0.00000e+00 7.88113e-06 3.26139e-05 0.00000e+00 2.29848e-06 5.97765e-26 2.56206e-05 -9.77686e-01
0.00000e+00 0.00000e+00 7.76549e-06 3.66341e-06 0.00000e+00 2.27280e-06 -9.92579e-24 2.58523e-05 7.49230e-01
0.00000e+00 0.00000e+00 7.72292e-06 -2.82964e-06 0.00000e+00 3.50946e-06 1.19109e-23 2.73207e-05 -1.52136e-01
0.00000e+00 0.00000e+00 7.72554e-06 -3.31710e-06 0.00000e+00 3.36546e-06 0.00000e+00 2.65970e-05 -3.83612e-01
0.00000e+00 0.00000e+00 7.73926e-06 -3.05685e-06 0.00000e+00 3.04902e-06 1.27050e-22 2.68807e-05 4.78778e-01
0.00000e+00 0.00000e+00 7.73852e-06 -2.79681e-06 0.00000e+00 2.79390e-06 1.90503e-25 3.37685e-05 2.04784e+00
8.33333e-05 1.37489e-05 7.70659e-06 5.53308e-05 1.88219e-05 2.21056e-06 1.19614e-05 3.00535e-05 1.94503e+00
2.77778e-05 4.13741e-06 7.63990e-06 1.44224e-05 6.27409e-06 2.93600e-06 6.27409e-06 2.41308e-05 -1.01402e+00
0.00000e+00 0.00000e+00 7.54654e-06 -2.72661e-06 0.00000e+00 2.70939e-06 0.00000e+00 2.97248e-05 1.62430e+00
1.11111e-04 1.90179e-05 7.43416e-06 7.73287e-05 2.50972e-05 2.70748e-06 1.20095e-05 1.94045e-05 -4.47468e-01
5.55556e-05 8.90048e-06 7.31102e-06 3.51912e-05 1.25565e-05 2.33857e-06 9.08570e-06 2.60564e-05 1.10972e+00
1.66667e-04 2.69900e-05 7.18362e-06 1.11621e-04 3.76928e-05 2.43474e-06 2.55660e-05 1.67619e-05 -2.23410e+00
1.38889e-04 2.47049e-05 7.06679e-06 8.69949e-05 3.14301e-05 3.33967e-06 9.46936e-06 1.71439e-05 -3.22654e+00
2.77778e-05 4.09721e-06 6.97942e-06 2.74895e-05 6.28987e-06 2.37688e-06 6.28761e-06 2.26699e-05 9.62173e-01
8.33333e-05 1.22881e-05 6.93884e-06 5.13951e-05 1.88811e-05 2.46025e-06 1.88605e-05 1.97170e-05 -1.85791e-01
5.55556e-05 8.60765e-06 6.95020e-06 3.39773e-05 1.25950e-05 2.70569e-06 1.04071e-05 2.35143e-05 8.45704e-01
0.00000e+00 0.00000e+00 7.00352e-06 -2.92753e-06 0.00000e+00 2.91534e-06 0.00000e+00 2.87971e-05 -3.37493e-04
0.00000e+00 0.00000e+00 7.08448e-06 -2.55537e-06 0.00000e+00 2.50900e-06 0.00000e+00 3.36243e-05 2.40958e+00
0.00000e+00 0.00000e+00 7.17209e-06 -2.88880e-06 0.00000e+00 2.87771e-06 -1.98516e-24 3.36226e-05 -3.90612e-03
2.77778e-05 4.10957e-06 7.24340e-06 1.43158e-05 6.31247e-06 3.03565e-06 6.31247e-06 2.58629e-05 -7.08271e-01
0.00000e+00 0.00000e+00 7.28436e-06 -3.09920e-06 0.00000e+00 3.04222e-06 0.00000e+00 2.79799e-05 -1.05306e+00
1.11111e-04 1.93886e-05 7.28809e-06 7.93047e-05 2.52793e-05 2.12160e-06 9.88495e-06 2.39581e-05 1.19641e+00
0.00000e+00 0.00000e+00 7.25645e-06 -2.43010e-06 0.00000e+00 2.65136e-06 -1.34447e-26 2.72617e-05 -2.65166e-02
0.00000e+00 0.00000e+00 7.19769e-06 -2.59298e-06 0.00000e+00 2.58399e-06 2.68893e-26 2.75615e-05 -3.30900e-01
