atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
0.00000e+00 0.00000e+00 1.38693e-05 -3.03592e-06 0.00000e+00 2.97213e-06 -3.13465e-38 2.50923e-05 2.66354e+00
0.00000e+00 0.00000e+00 1.34596e-05 -3.37431e-06 0.00000e+00 3.34183e-06 0.00000e+00 2.48485e-05 2.10924e+00
0.00000e+00 0.00000e+00 1.30020e-05 -3.50556e-06 0.00000e+00 3.49871e-06 -8.18066e-26 2.66407e-05 2.12597e+00
2.31481e-06 3.61664e-07 1.25138e-05 -2.13883e-06 5.22956e-07 3.55852e-06 5.22956e-07 2.59098e-05 1.45595e+00
0.00000e+00 0.00000e+00 1.20109e-05 -3.57641e-06 0.00000e+00 3.57387e-06 1.23087e-22 2.38609e-05 -1.39890e-01
0.00000e+00 0.00000e+00 1.15069e-05 -3.86237e-06 0.00000e+00 3.85561e-06 2.35099e-38 2.56422e-05 9.28652e-01
1.85185e-06 2.85876e-07 1.10087e-05 -2.72701e-06 4.17820e-07 3.87397e-06 4.17820e-07 2.71240e-05 9.64864e-01
5.16975e-06 7.95357e-07 1.05207e-05 -9.67285e-07 1.16590e-06 4.17463e-06 1.16590e-06 2.91008e-05 9.79130e-01
5.16975e-06 7.91795e-07 1.00464e-05 -6.44936e-07 1.16539e-06 3.85633e-06 1.16539e-06 2.40556e-05 8.37140e-01
5.16975e-06 7.88238e-07 9.59154e-06 -1.01091e-06 1.16487e-06 4.22655e-06 1.16487e-06 2.55340e-05 -1.40297e-01
5.16975e-06 7.84619e-07 9.15741e-06 -5.54620e-07 1.16476e-06 3.75510e-06 1.16476e-06 3.18242e-05 3.45156e+00
5.16975e-06 7.81000e-07 8.74136e-06 -1.32051e-06 1.16465e-06 4.54428e-06 1.16465e-06 2.70809e-05 -1.76364e+00
5.16975e-06 7.77418e-07 8.34596e-06 -9.66825e-07 1.16454e-06 4.19370e-06 1.16454e-06 2.90714e-05 5.23915e-01
5.16975e-06 7.73878e-07 7.97117e-06 -9.35227e-07 1.16443e-06 4.16604e-06 1.16443e-06 2.80513e-05 2.02012e-01
5.16975e-06 7.70390e-07 7.61660e-06 -1.59275e-06 1.16431e-06 4.82661e-06 1.16431e-06 2.84513e-05 -3.22730e-01
5.16975e-06 7.66956e-07 7.28158e-06 -8.86462e-07 1.16420e-06 4.12406e-06 1.16420e-06 2.60744e-05 -1.63578e+00
5.16975e-06 7.63590e-07 6.96586e-06 -9.93923e-07 1.16409e-06 4.23512e-06 1.16409e-06 2.66170e-05 -1.40769e+00
2.54630e-06 3.74727e-07 6.66840e-06 -2.23917e-06 5.73303e-07 3.83598e-06 5.73303e-07 2.39760e-05 -4.21694e-01
3.70370e-05 5.71771e-06 6.38880e-06 2.10723e-05 8.33815e-06 3.43328e-06 6.79416e-06 2.24937e-05 2.55513e+00
0.00000e+00 0.00000e+00 6.12636e-06 -3.22564e-06 0.00000e+00 3.12207e-06 3.97032e-24 2.12581e-05 8.91713e-01
4.62963e-06 6.72965e-07 5.88010e-06 -8.31669e-07 1.04207e-06 3.72926e-06 1.04207e-06 2.34473e-05 -3.44576e-01
0.00000e+00 0.00000e+00 5.64868e-06 -4.14967e-06 0.00000e+00 4.14788e-06 2.68893e-26 2.71891e-05 9.07363e-02
1.85185e-05 2.67024e-06 5.43045e-06 7.90338e-06 4.16745e-06 3.77653e-06 4.16745e-06 2.47839e-05 -1.04170e+00
1.62037e-05 2.32460e-06 5.22497e-06 6.51627e-06 3.64617e-06 3.71365e-06 3.64617e-06 2.38987e-05 1.46744e+00
0.00000e+00 0.00000e+00 5.03150e-06 -4.47989e-06 0.00000e+00 4.47847e-06 2.98882e-26 2.69350e-05 -2.97720e-01
0.00000e+00 0.00000e+00 4.84878e-06 -3.81606e-06 0.00000e+00 3.81451e-06 0.00000e+00 2.86300e-05 -1.99288e-01
1.08796e-04 1.57496e-05 4.67582e-06 6.66535e-05 2.44738e-05 3.58601e-06 2.27833e-05 1.30795e-05 -2.34506e+00
1.99074e-04 3.25703e-05 4.51388e-06 1.42965e-04 4.47769e-05 2.72022e-06 1.91528e-05 1.44193e-05 4.54086e-02
3.59127e-04 6.13521e-05 4.36265e-06 2.53754e-04 8.07682e-05 3.06336e-06 2.38592e-05 1.61840e-05 -2.99375e+00
1.04960e-04 1.54898e-05 4.22456e-06 8.30977e-05 2.36031e-05 2.76678e-06 1.95807e-05 1.71209e-05 1.86015e-01
1.04960e-04 1.52769e-05 4.11123e-06 6.84365e-05 2.36005e-05 3.11334e-06 2.05200e-05 1.74129e-05 6.14591e-01
1.04960e-04 1.52945e-05 4.03518e-06 6.70087e-05 2.35979e-05 2.64717e-06 2.02579e-05 1.55878e-05 7.22047e-02
1.04960e-04 1.53082e-05 4.00023e-06 6.68530e-05 2.35953e-05 2.62890e-06 2.01013e-05 1.74657e-05 3.13579e-01
1.04960e-04 1.54173e-05 4.00412e-06 6.71953e-05 2.35927e-05 2.83134e-06 1.94982e-05 1.63544e-05 1.78792e-01
1.04960e-04 1.53279e-05 4.04359e-06 6.70621e-05 2.35901e-05 2.43836e-06 2.00707e-05 1.42228e-05 -1.09927e+00
1.04960e-04 1.53689e-05 4.11682e-06 6.70847e-05 2.35875e-05 2.46060e-06 1.99906e-05 1.61494e-05 6.84884e-01
1.04960e-04 1.53428e-05 4.22343e-06 6.58365e-05 2.35848e-05 3.43343e-06 2.03462e-05 1.95708e-05 -1.89105e+00
1.04960e-04 1.55253e-05 4.36429e-06 6.71387e-05 2.35822e-05 2.66034e-06 1.96143e-05 1.66551e-05 1.34192e-02
1.04960e-04 1.58464e-05 4.54174e-06 6.81578e-05 2.35796e-05 2.76432e-06 1.81899e-05 1.75866e-05 -8.91665e-01
1.04960e-04 1.57358e-05 4.75953e-06 6.70914e-05 2.35812e-05 2.93603e-06 1.91929e-05 1.70617e-05 1.02524e+00
1.04960e-04 1.58471e-05 5.02310e-06 6.73023e-05 2.35870e-05 2.76128e-06 1.90447e-05 1.48820e-05 -1.89724e+00
1.04960e-04 1.59640e-05 5.33971e-06 6.69321e-05 2.35927e-05 3.12676e-06 1.89329e-05 1.79858e-05 -1.43212e+00
2.62897e-04 4.43802e-05 5.71715e-06 1.61461e-04 5.91077e-05 3.33267e-06 2.57457e-05 1.75825e-05 -1.56386e+00
4.62963e-06 6.76835e-07 6.16783e-06 2.31729e-05 1.04114e-06 3.56046e-06 1.04114e-06 2.34197e-05 1.78323e-01
0.00000e+00 0.00000e+00 6.73349e-06 -4.37595e-07 0.00000e+00 4.11209e-06 1.34447e-26 2.46384e-05 -1.56414e+00
2.31481e-06 3.45808e-07 7.42561e-06 -1.18414e-06 5.20888e-07 3.02280e-06 3.36651e-07 2.09388e-05 7.00064e-01
3.93518e-05 5.92651e-06 8.18093e-06 2.13957e-05 8.85616e-06 3.11320e-06 7.89241e-06 2.30600e-05 1.41051e+00
4.62963e-06 6.99959e-07 8.91051e-06 3.31944e-07 1.04215e-06 2.54306e-06 2.18483e-06 1.97527e-05 -1.25235e-01
1.94444e-04 3.65072e-05 9.55012e-06 1.44860e-04 4.37809e-05 2.77506e-06 8.74373e-06 1.90487e-05 3.67523e-01
0.00000e+00 0.00000e+00 1.00959e-05 -2.15855e-06 0.00000e+00 3.45574e-06 0.00000e+00 2.47671e-05 1.33039e+00
1.62037e-05 2.49877e-06 1.06183e-05 6.66249e-06 3.65015e-06 3.51885e-06 3.65015e-06 2.05927e-05 -6.13031e-01
2.26852e-04 4.10913e-05 1.11279e-05 1.61478e-04 5.11143e-05 3.27427e-06 2.10031e-05 1.76530e-05 -1.05485e+00
1.56085e-04 2.95893e-05 1.16255e-05 1.15010e-04 3.51774e-05 2.87463e-06 8.58477e-06 2.02495e-05 1.69620e+00
1.38889e-04 2.38295e-05 1.22342e-05 9.00436e-05 3.13089e-05 4.13578e-06 2.08682e-05 1.37962e-05 -5.48991e+00
7.87037e-05 1.40519e-05 1.30941e-05 5.20090e-05 1.77455e-05 3.14889e-06 9.49215e-06 1.93825e-05 -1.44188e+00
1.36574e-04 2.65680e-05 1.42469e-05 1.01300e-04 3.08002e-05 2.29922e-06 6.39957e-06 1.89821e-05 5.70715e-01
1.15741e-05 1.85729e-06 1.57682e-05 3.56177e-06 2.61074e-06 3.54265e-06 2.61074e-06 2.14498e-05 1.10423e-01
4.30556e-04 8.81361e-05 1.75757e-05 3.02310e-04 9.71401e-05 2.81818e-06 8.38695e-06 1.77454e-05 -1.21900e+00
2.31481e-06 3.77980e-07 1.97830e-05 2.23863e-05 5.22369e-07 3.39900e-06 5.22369e-07 2.43374e-05 2.17464e-01
1.64352e-04 3.30999e-05 2.31595e-05 9.78763e-05 3.70960e-05 3.19184e-06 1.10406e-05 1.53045e-05 -3.03665e+00
2.31481e-06 3.92057e-07 2.70474e-05 1.80588e-05 5.22588e-07 3.34102e-06 5.22588e-07 1.91625e-05 -1.99692e+00
1.04167e-04 1.97377e-05 3.07751e-05 6.88801e-05 2.35214e-05 3.58005e-06 1.51470e-05 1.83360e-05 -1.06909e+00
0.00000e+00 0.00000e+00 3.38756e-05 -3.21385e-06 0.00000e+00 3.59647e-06 4.35132e-24 2.61000e-05 -4.20251e-02
1.25000e-04 2.63473e-05 3.60786e-05 8.86120e-05 2.82374e-05 2.46422e-06 7.59343e-06 1.94229e-05 1.15479e-01
2.31481e-06 4.04354e-07 3.75315e-05 -2.03115e-06 5.23024e-07 3.41780e-06 5.23024e-07 2.37835e-05 1.70667e-01
1.38889e-05 2.43174e-06 3.84095e-05 5.21012e-06 3.13879e-06 2.97806e-06 3.13879e-06 2.20130e-05 1.48887e+00
2.77778e-05 4.86163e-06 3.84356e-05 1.33389e-05 6.27888e-06 3.28321e-06 6.27447e-06 2.09678e-05 -4.26465e-01
9.58995e-06 1.67608e-06 3.76184e-05 2.37124e-06 2.16816e-06 3.37153e-06 2.16816e-06 2.28053e-05 -1.16007e+00
9.49098e-05 1.65298e-05 3.62399e-05 5.46701e-05 2.14622e-05 2.21213e-06 2.13850e-05 1.33832e-05 3.14061e-01
9.49098e-05 1.65846e-05 3.46332e-05 5.52271e-05 2.14666e-05 2.23331e-06 2.08050e-05 1.57545e-05 -2.36263e-01
9.49098e-05 1.63755e-05 3.30856e-05 5.45069e-05 2.14710e-05 2.58811e-06 2.14036e-05 1.32862e-05 -1.27727e+00
9.49098e-05 1.63926e-05 3.18398e-05 5.49894e-05 2.14754e-05 2.42307e-06 2.10460e-05 1.47717e-05 -4.50009e-01
9.49098e-05 1.62686e-05 3.09682e-05 5.48427e-05 2.14798e-05 2.32365e-06 2.14031e-05 1.43806e-05 -1.39285e-01
8.24515e-05 1.43521e-05 3.04475e-05 4.88238e-05 1.86640e-05 1.55025e-06 1.74981e-05 1.46857e-05 1.37173e+00
1.99074e-04 4.17690e-05 3.02127e-05 9.45922e-05 4.50723e-05 2.83912e-06 9.87173e-06 2.00728e-05 -1.91217e-01
1.67839e-04 3.42830e-05 3.01415e-05 1.41616e-04 3.80081e-05 2.89693e-06 1.25261e-05 1.85944e-05 9.18607e-01
9.49098e-05 1.62320e-05 3.04483e-05 7.60078e-05 2.14972e-05 3.15809e-06 2.14479e-05 2.00071e-05 1.19049e+00
9.49098e-05 1.62951e-05 3.17322e-05 5.76172e-05 2.15015e-05 3.39894e-06 2.14724e-05 1.61716e-05 -3.30649e+00
9.49098e-05 1.64056e-05 3.37755e-05 5.49921e-05 2.15058e-05 2.55339e-06 2.14381e-05 1.38721e-05 -1.75206e+00
3.87857e-05 6.74344e-06 3.59228e-05 2.04122e-05 8.79029e-06 2.93189e-06 8.73067e-06 2.59340e-05 2.84534e+00
1.99074e-04 4.13724e-05 3.76555e-05 1.18364e-04 4.51267e-05 2.79706e-06 1.58441e-05 1.58568e-05 -4.08199e-01
6.25000e-05 1.16084e-05 3.87460e-05 5.39711e-05 1.41705e-05 2.89183e-06 1.12305e-05 1.75215e-05 3.18066e-01
1.04167e-04 1.83567e-05 3.97278e-05 6.29745e-05 2.36223e-05 2.25748e-06 2.32357e-05 1.39041e-05 -1.64012e-01
8.10185e-05 1.65009e-05 4.07697e-05 5.33182e-05 1.83765e-05 2.98556e-06 8.57175e-06 1.94189e-05 1.02313e+00
2.06019e-04 4.48304e-05 4.16725e-05 1.32973e-04 4.67410e-05 2.92994e-06 4.28877e-06 2.24094e-05 -2.36238e+00
1.31944e-04 2.90875e-05 4.24008e-05 1.10035e-04 2.99397e-05 1.41833e-06 8.56540e-06 1.63567e-05 -9.74554e-01
9.25926e-06 1.64556e-06 4.42407e-05 4.92195e-06 2.10161e-06 2.85771e-06 2.22773e-06 2.21357e-05 -1.30872e+00
3.42593e-04 7.72699e-05 4.69794e-05 2.49159e-04 7.77694e-05 2.23832e-06 8.59165e-06 1.91687e-05 1.47507e-01
9.39815e-04 2.14523e-04 5.01601e-05 2.26871e-04 2.13384e-04 2.03423e-06 1.58781e-05 1.42951e-05 -5.55959e-01
5.32407e-04 1.22238e-04 5.62795e-05 5.30922e-04 1.20907e-04 2.35542e-06 1.35460e-05 1.72204e-05 -8.27739e-01
1.62037e-05 2.99255e-06 8.42209e-05 2.52284e-04 3.68052e-06 2.78469e-06 3.68052e-06 2.46618e-05 8.18318e-01
0.00000e+00 0.00000e+00 1.20908e-04 7.68766e-05 0.00000e+00 3.97467e-06 3.81005e-25 2.31456e-05 -4.58359e+00
0.00000e+00 0.00000e+00 1.25112e-04 1.77856e-05 0.00000e+00 1.93939e-06 0.00000e+00 2.24726e-05 7.24108e-01
0.00000e+00 0.00000e+00 1.19428e-04 6.96918e-08 0.00000e+00 3.44187e-06 0.00000e+00 2.59297e-05 -1.19815e+00
4.18981e-04 1.01220e-04 1.13074e-04 2.99043e-04 9.52441e-05 1.98719e-06 1.71018e-05 1.47024e-05 -3.45470e-01
1.11111e-04 2.57847e-05 1.13018e-04 7.43789e-05 2.52631e-05 2.26876e-06 8.70714e-06 1.86849e-05 -8.21111e-01
1.18056e-04 2.75540e-05 1.13031e-04 7.97402e-05 2.68475e-05 2.11466e-06 7.84846e-06 1.66827e-05 -9.25545e-01
5.64815e-04 1.39632e-04 1.12758e-04 3.14646e-04 1.28472e-04 2.21148e-06 1.10295e-05 1.51140e-05 -1.68892e+00
0.00000e+00 0.00000e+00 1.13097e-04 7.36989e-05 0.00000e+00 2.16294e-06 1.29035e-22 2.09985e-05 -6.33330e-01
0.00000e+00 0.00000e+00 1.13372e-04 1.55683e-05 0.00000e+00 2.70897e-06 0.00000e+00 2.21155e-05 -1.48907e+00
1.36574e-04 3.04701e-05 1.13068e-04 9.18634e-05 3.10740e-05 1.63300e-06 1.55799e-05 1.37997e-05 4.79912e-02
2.31481e-06 4.50159e-07 1.12451e-04 -7.37392e-07 5.26677e-07 2.48938e-06 5.26677e-07 1.90108e-05 -1.22095e+00
0.00000e+00 0.00000e+00 1.11937e-04 -2.65540e-06 0.00000e+00 2.68557e-06 1.52402e-24 2.36630e-05 -1.16236e-01
1.75463e-05 3.39023e-06 1.08128e-04 7.67359e-06 3.99218e-06 2.48928e-06 2.98198e-06 2.10301e-05 -1.86998e+00
7.09010e-05 1.42719e-05 1.00033e-04 4.17168e-05 1.61315e-05 1.29491e-06 1.35006e-05 1.40176e-05 1.51342e-02
7.09010e-05 1.38830e-05 9.06694e-05 4.08700e-05 1.61314e-05 1.39520e-06 1.46053e-05 1.32752e-05 8.41621e-01
7.09010e-05 1.35901e-05 8.20693e-05 4.03840e-05 1.61314e-05 1.67523e-06 1.51717e-05 1.29665e-05 -2.10327e+00
7.09010e-05 1.35409e-05 7.47725e-05 4.02812e-05 1.61313e-05 2.16011e-06 1.50833e-05 1.74838e-05 -9.39653e-01
3.49234e-05 6.63566e-06 6.86268e-05 1.91649e-05 7.94570e-06 1.67467e-06 8.24450e-06 1.69391e-05 1.20130e+00
1.62037e-05 2.97000e-06 6.33592e-05 7.39932e-06 3.68661e-06 2.10052e-06 3.68661e-06 1.78006e-05 -1.51137e+00
2.31481e-06 4.22031e-07 5.85317e-05 -1.46325e-06 5.26656e-07 2.80934e-06 5.26656e-07 2.31003e-05 -1.98889e-01
3.47222e-05 6.69317e-06 5.38361e-05 1.96064e-05 7.89978e-06 2.32990e-06 5.29256e-07 2.09509e-05 -1.65618e-02
1.38889e-05 2.71210e-06 4.93058e-05 7.27237e-06 3.15990e-06 1.57137e-06 7.67562e-06 1.80643e-05 -2.00439e-01
7.87037e-05 1.44269e-05 4.50935e-05 4.59472e-05 1.79060e-05 2.44348e-06 1.31870e-05 1.51362e-05 -1.41228e+00
3.19444e-04 6.89922e-05 4.13434e-05 1.69806e-04 7.26770e-05 1.48389e-06 1.30258e-05 1.49762e-05 7.86289e-01
3.12500e-04 7.01065e-05 3.82206e-05 2.78537e-04 7.10967e-05 1.32355e-06 8.11696e-06 1.52887e-05 -3.12942e-01
1.27315e-04 2.66552e-05 3.74628e-05 1.08770e-04 2.89651e-05 1.80446e-06 9.03493e-06 1.49983e-05 -9.41986e-01
4.16667e-05 7.34816e-06 4.07919e-05 2.66983e-05 9.47944e-06 1.59865e-06 6.41024e-06 1.81051e-05 5.60097e-01
4.62963e-06 8.24167e-07 4.55342e-05 1.04475e-06 1.05327e-06 2.12565e-06 4.12066e-06 2.00582e-05 -9.23757e-01
4.02778e-04 8.91476e-05 4.86536e-05 2.78855e-04 9.16336e-05 1.71185e-06 1.77841e-05 9.93616e-06 -2.06001e+00
2.84722e-04 6.15834e-05 5.09515e-05 2.03768e-04 6.47750e-05 2.06280e-06 1.97157e-05 1.16498e-05 -3.80256e-02
2.31481e-06 4.18222e-07 5.75561e-05 9.45246e-06 5.26623e-07 2.63682e-06 5.26623e-07 2.37855e-05 -4.72507e-01
2.31481e-06 4.25367e-07 6.69016e-05 2.59308e-07 5.26620e-07 2.68533e-06 5.26620e-07 2.14831e-05 -1.49939e+00
2.54630e-05 4.73484e-06 7.16286e-05 1.37042e-05 5.79278e-06 1.21001e-06 5.78661e-06 1.66173e-05 8.40065e-01
6.94444e-06 1.28901e-06 7.09460e-05 1.30450e-06 1.57984e-06 2.74955e-06 1.57984e-06 1.98126e-05 -1.41942e+00
2.31481e-06 4.27500e-07 6.73380e-05 -8.70762e-07 5.26609e-07 2.20472e-06 5.26609e-07 2.21081e-05 -1.99784e-01
0.00000e+00 0.00000e+00 6.24550e-05 -2.84780e-06 0.00000e+00 2.76020e-06 3.97032e-24 2.57712e-05 1.08185e+00
2.31481e-06 4.19941e-07 5.71478e-05 -8.28315e-07 5.26602e-07 2.18003e-06 5.26602e-07 2.00218e-05 -5.33074e-01
4.16667e-05 7.53847e-06 5.19325e-05 2.20400e-05 9.47876e-06 2.68688e-06 9.29196e-06 2.12202e-05 9.01351e-01
1.87500e-04 4.17082e-05 4.70689e-05 1.15341e-04 4.26541e-05 1.91465e-06 6.86561e-06 1.66779e-05 -1.94071e-01
7.40741e-05 1.46830e-05 4.28402e-05 6.50654e-05 1.68470e-05 2.58248e-06 9.75330e-06 1.95300e-05 1.55033e-01
9.49074e-05 1.77769e-05 3.96199e-05 6.10457e-05 2.15801e-05 2.64851e-06 1.64919e-05 1.38784e-05 -3.76491e+00
1.38889e-05 2.42143e-06 3.74233e-05 6.73611e-06 3.15731e-06 1.93810e-06 3.14109e-06 2.02670e-05 2.58742e-01
1.45833e-04 3.05551e-05 3.59426e-05 9.22382e-05 3.31439e-05 2.22488e-06 9.79826e-06 1.54156e-05 -9.33618e-01
2.91667e-04 6.28334e-05 3.47809e-05 2.07063e-04 6.62718e-05 2.16992e-06 1.11157e-05 1.68013e-05 -8.18018e-01
4.16667e-05 7.38199e-06 3.43247e-05 3.89536e-05 9.46512e-06 3.04249e-06 8.65410e-06 2.22684e-05 -1.49223e+00
3.35648e-04 7.06750e-05 3.53043e-05 1.68391e-04 7.62284e-05 2.20137e-06 2.07123e-05 1.70216e-05 1.28677e-01
0.00000e+00 0.00000e+00 3.70079e-05 5.84043e-05 0.00000e+00 2.93418e-06 1.90503e-25 2.05152e-05 -2.02575e+00
5.09259e-05 1.01770e-05 3.96652e-05 4.56943e-05 1.15601e-05 2.00876e-06 5.97649e-06 1.86333e-05 -1.35169e+00
1.38889e-04 2.68581e-05 4.27932e-05 9.03731e-05 3.15198e-05 2.05022e-06 2.14812e-05 1.38430e-05 -6.30277e-01
6.48148e-05 1.34418e-05 4.52539e-05 4.32956e-05 1.47057e-05 1.94196e-06 6.30595e-06 2.11357e-05 1.17855e+00
2.31481e-06 4.13208e-07 4.70336e-05 -1.41694e-06 5.25074e-07 2.74578e-06 5.25074e-07 2.05746e-05 -1.28145e+00
5.32407e-05 9.59805e-06 4.79325e-05 3.02510e-05 1.20737e-05 1.57783e-06 1.17338e-05 1.38635e-05 -1.73982e-01
2.33796e-04 5.13323e-05 4.75140e-05 1.23933e-04 5.30063e-05 1.63866e-06 1.15588e-05 1.58873e-05 9.49206e-01
2.54630e-05 4.53488e-06 4.62927e-05 4.96691e-05 5.77154e-06 2.40162e-06 5.77125e-06 1.92218e-05 -7.47692e-01
1.01852e-04 2.16221e-05 4.54507e-05 7.67012e-05 2.30803e-05 2.77170e-06 7.82296e-06 1.92413e-05 2.46205e-01
0.00000e+00 0.00000e+00 4.51160e-05 -1.55947e-06 0.00000e+00 2.60418e-06 3.81005e-25 2.57495e-05 1.84506e-02
0.00000e+00 0.00000e+00 4.48723e-05 -2.30355e-06 0.00000e+00 2.39802e-06 0.00000e+00 2.16926e-05 7.57264e-01
0.00000e+00 0.00000e+00 4.40696e-05 -2.62915e-06 0.00000e+00 2.60880e-06 0.00000e+00 2.40067e-05 2.28076e-01
8.10185e-05 1.72419e-05 4.24404e-05 5.61262e-05 1.83404e-05 1.95071e-06 5.68347e-06 2.10879e-05 2.98240e-01
1.04167e-04 1.89059e-05 4.03493e-05 6.16155e-05 2.35744e-05 2.58519e-06 2.09439e-05 1.49582e-05 -4.47539e-01
3.24074e-04 6.90567e-05 3.82667e-05 1.74248e-04 7.33232e-05 1.49389e-06 1.79532e-05 1.17915e-05 1.06240e+00
6.94444e-06 1.20957e-06 3.66672e-05 5.07564e-05 1.57080e-06 2.39052e-06 2.21101e-06 2.12993e-05 3.15400e+00
6.13426e-04 1.32798e-04 3.62336e-05 2.71787e-04 1.38718e-04 2.60687e-06 1.95970e-05 1.42114e-05 -1.76736e+00
2.31481e-06 4.02930e-07 3.69929e-05 1.45472e-04 5.23326e-07 2.33751e-06 3.78201e-06 2.32007e-05 9.75339e-01
2.08333e-05 3.68104e-06 4.10793e-05 4.88528e-05 4.70869e-06 2.93303e-06 4.70869e-06 1.94091e-05 -6.24370e-01
2.31481e-06 4.14193e-07 4.80955e-05 6.53282e-06 5.23048e-07 2.45203e-06 5.23048e-07 2.07807e-05 -8.52020e-01
1.45833e-04 2.96170e-05 5.39046e-05 9.54110e-05 3.29433e-05 2.31772e-06 1.93856e-05 1.27622e-05 6.65751e-01
1.52778e-04 3.10086e-05 5.65434e-05 9.83874e-05 3.45028e-05 2.47793e-06 2.08836e-05 1.30812e-05 8.00106e-01
2.31481e-06 4.21779e-07 5.77687e-05 -1.47965e-06 5.22630e-07 2.75326e-06 5.22630e-07 2.28232e-05 1.88833e+00
4.62963e-06 8.45851e-07 5.87250e-05 -6.57716e-07 1.04513e-06 3.37925e-06 1.04513e-06 2.50380e-05 -4.43019e-01
6.25000e-05 1.19353e-05 5.81418e-05 3.57122e-05 1.41095e-05 2.97873e-06 9.02704e-06 2.30175e-05 -1.18845e+00
6.25000e-05 1.28504e-05 5.58103e-05 3.90775e-05 1.41098e-05 2.81910e-06 1.05529e-05 1.89287e-05 -1.96831e+00
1.25000e-04 2.67390e-05 5.26916e-05 8.22195e-05 2.82202e-05 2.79421e-06 1.02930e-05 2.07597e-05 9.93064e-01
5.55556e-05 9.98986e-06 4.95939e-05 3.32086e-05 1.25426e-05 2.38469e-06 1.24495e-05 1.56758e-05 1.37306e+00
7.40741e-05 1.48383e-05 4.70486e-05 4.66676e-05 1.67237e-05 3.02546e-06 9.72458e-06 2.17389e-05 7.06917e-01
1.62037e-05 2.88092e-06 4.49905e-05 6.87084e-06 3.65839e-06 2.72976e-06 3.65839e-06 2.27680e-05 4.56285e-01
0.00000e+00 0.00000e+00 4.31417e-05 -3.23495e-06 0.00000e+00 3.22023e-06 0.00000e+00 2.77163e-05 -3.63708e-01
7.63889e-05 1.50685e-05 4.11928e-05 4.79491e-05 1.72474e-05 3.15730e-06 1.02014e-05 2.09653e-05 -1.90656e+00
3.24074e-05 5.68090e-06 3.90281e-05 1.64264e-05 7.31721e-06 2.93620e-06 7.30883e-06 1.62989e-05 -3.09741e+00
1.62037e-05 2.82529e-06 3.68511e-05 7.54907e-06 3.65868e-06 2.12848e-06 3.65868e-06 2.40209e-05 7.32057e-01
3.24074e-05 5.61954e-06 3.47685e-05 1.72695e-05 7.31750e-06 2.07599e-06 7.30668e-06 1.89472e-05 1.56179e+00
2.31481e-06 3.98631e-07 3.27822e-05 -2.15925e-06 5.22689e-07 3.53999e-06 5.22689e-07 2.90118e-05 -1.36453e+00
0.00000e+00 0.00000e+00 3.08489e-05 -2.97237e-06 0.00000e+00 2.92954e-06 0.00000e+00 2.40895e-05 -1.60310e-01
0.00000e+00 0.00000e+00 2.89691e-05 -2.58882e-06 0.00000e+00 2.56565e-06 0.00000e+00 2.14296e-05 -1.17415e+00
1.73611e-04 3.63444e-05 2.71486e-05 1.22901e-04 3.92039e-05 2.31494e-06 7.67089e-06 2.00081e-05 -7.90239e-01
1.01852e-04 1.92495e-05 2.54769e-05 7.04230e-05 2.30000e-05 2.80088e-06 1.30964e-05 2.08187e-05 -6.06921e-01
0.00000e+00 0.00000e+00 2.41072e-05 -2.04107e-06 0.00000e+00 2.52392e-06 0.00000e+00 1.91579e-05 -1.78043e+00
0.00000e+00 0.00000e+00 2.30647e-05 -2.93786e-06 0.00000e+00 2.93311e-06 1.34447e-26 2.90903e-05 2.02567e-01
0.00000e+00 0.00000e+00 2.22133e-05 -2.56820e-06 0.00000e+00 2.55867e-06 0.00000e+00 2.56406e-05 -1.02027e+00
9.25926e-06 1.52783e-06 2.13965e-05 3.02219e-06 2.09107e-06 2.58850e-06 2.09107e-06 2.49405e-05 -6.54273e-01
9.25926e-06 1.52200e-06 2.05375e-05 3.03979e-06 2.09110e-06 2.55061e-06 2.09110e-06 3.21813e-05 2.77401e+00
0.00000e+00 0.00000e+00 1.96148e-05 -2.63822e-06 0.00000e+00 2.60973e-06 -7.94063e-24 2.93173e-05 1.05351e+00
1.85185e-05 3.01452e-06 1.86558e-05 8.81485e-06 4.18236e-06 2.45881e-06 4.18236e-06 2.74608e-05 8.65261e-01
7.63889e-05 1.36500e-05 1.76919e-05 4.90449e-05 1.72525e-05 2.49702e-06 1.10992e-05 2.82383e-05 2.74229e+00
0.00000e+00 0.00000e+00 1.67449e-05 -2.59259e-06 0.00000e+00 2.52654e-06 0.00000e+00 2.34885e-05 1.17884e+00
1.85185e-05 2.96619e-06 1.58493e-05 8.79775e-06 4.18258e-06 2.52924e-06 4.18258e-06 2.86812e-05 7.93300e-01
0.00000e+00 0.00000e+00 1.50204e-05 -2.66628e-06 0.00000e+00 2.61435e-06 -3.97032e-24 2.37381e-05 -3.11526e-01
1.85185e-05 2.93187e-06 1.42589e-05 8.97082e-06 4.18273e-06 2.41384e-06 4.18273e-06 2.44683e-05 -6.63286e-01
2.84722e-04 5.21598e-05 1.35543e-05 1.90764e-04 6.43106e-05 2.03826e-06 2.88134e-05 1.86572e-05 1.02186e-01
